customer_id,customer_name,customer_email,location
146,Customer_146,customer_146@example.com,New York
147,Customer_147,customer_147@example.com,Houston
148,Customer_148,customer_148@example.com,Los Angeles
149,Customer_149,customer_149@example.com,Phoenix
150,Customer_150,customer_150@example.com,Los Angeles
151,Customer_151,customer_151@example.com,Houston
152,Customer_152,customer_152@example.com,New York
153,Customer_153,customer_153@example.com,Chicago
154,Customer_154,customer_154@example.com,Houston
155,Customer_155,customer_155@example.com,Phoenix
156,Customer_156,customer_156@example.com,New York
157,Customer_157,customer_157@example.com,New York
158,Customer_158,customer_158@example.com,Chicago
159,Customer_159,customer_159@example.com,Phoenix
160,Customer_160,customer_160@example.com,Houston
161,Customer_161,customer_161@example.com,Chicago
162,Customer_162,customer_162@example.com,Chicago
163,Customer_163,customer_163@example.com,Phoenix
164,Customer_164,customer_164@example.com,Phoenix
165,Customer_165,customer_165@example.com,New York
166,Customer_166,customer_166@example.com,Houston
167,Customer_167,customer_167@example.com,Houston
168,Customer_168,customer_168@example.com,Houston
169,Customer_169,customer_169@example.com,Houston
170,Customer_170,customer_170@example.com,Phoenix
171,Customer_171,customer_171@example.com,Phoenix
172,Customer_172,customer_172@example.com,Chicago
173,Customer_173,customer_173@example.com,New York
174,Customer_174,customer_174@example.com,Los Angeles
175,Customer_175,customer_175@example.com,Houston
176,Customer_176,customer_176@example.com,Phoenix
177,Customer_177,customer_177@example.com,Phoenix
178,Customer_178,customer_178@example.com,Los Angeles
179,Customer_179,customer_179@example.com,New York
180,Customer_180,customer_180@example.com,Los Angeles
181,Customer_181,customer_181@example.com,Chicago
182,Customer_182,customer_182@example.com,New York
183,Customer_183,customer_183@example.com,New York
184,Customer_184,customer_184@example.com,Phoenix
185,Customer_185,customer_185@example.com,Los Angeles
186,Customer_186,customer_186@example.com,Chicago
187,Customer_187,customer_187@example.com,Los Angeles
188,Customer_188,customer_188@example.com,Phoenix
189,Customer_189,customer_189@example.com,Houston
190,Customer_190,customer_190@example.com,Houston
191,Customer_191,customer_191@example.com,Phoenix
192,Customer_192,customer_192@example.com,New York
193,Customer_193,customer_193@example.com,Chicago
194,Customer_194,customer_194@example.com,Chicago
195,Customer_195,customer_195@example.com,Los Angeles
196,Customer_196,customer_196@example.com,Los Angeles
197,Customer_197,customer_197@example.com,Chicago
198,Customer_198,customer_198@example.com,Chicago
199,Customer_199,customer_199@example.com,Houston
200,Customer_200,customer_200@example.com,Chicago
201,Customer_201,customer_201@example.com,Houston
202,Customer_202,customer_202@example.com,Phoenix
203,Customer_203,customer_203@example.com,Houston
204,Customer_204,customer_204@example.com,Houston
205,Customer_205,customer_205@example.com,Phoenix
206,Customer_206,customer_206@example.com,Houston
207,Customer_207,customer_207@example.com,New York
208,Customer_208,customer_208@example.com,Houston
209,Customer_209,customer_209@example.com,Houston
210,Customer_210,customer_210@example.com,Los Angeles
211,Customer_211,customer_211@example.com,Los Angeles
212,Customer_212,customer_212@example.com,Los Angeles
213,Customer_213,customer_213@example.com,Los Angeles
214,Customer_214,customer_214@example.com,Houston
215,Customer_215,customer_215@example.com,Houston
216,Customer_216,customer_216@example.com,Houston
217,Customer_217,customer_217@example.com,Chicago
218,Customer_218,customer_218@example.com,New York
219,Customer_219,customer_219@example.com,Chicago
220,Customer_220,customer_220@example.com,Los Angeles
221,Customer_221,customer_221@example.com,Phoenix
222,Customer_222,customer_222@example.com,New York
223,Customer_223,customer_223@example.com,Chicago
224,Customer_224,customer_224@example.com,Houston
225,Customer_225,customer_225@example.com,Chicago
226,Customer_226,customer_226@example.com,New York
227,Customer_227,customer_227@example.com,Los Angeles
228,Customer_228,customer_228@example.com,New York
229,Customer_229,customer_229@example.com,Los Angeles
230,Customer_230,customer_230@example.com,New York
231,Customer_231,customer_231@example.com,New York
232,Customer_232,customer_232@example.com,Phoenix
233,Customer_233,customer_233@example.com,New York
234,Customer_234,customer_234@example.com,Los Angeles
235,Customer_235,customer_235@example.com,Phoenix
236,Customer_236,customer_236@example.com,Phoenix
237,Customer_237,customer_237@example.com,Los Angeles
238,Customer_238,customer_238@example.com,Chicago
239,Customer_239,customer_239@example.com,Phoenix
240,Customer_240,customer_240@example.com,New York
241,Customer_241,customer_241@example.com,Houston
242,Customer_242,customer_242@example.com,Houston
243,Customer_243,customer_243@example.com,Phoenix
244,Customer_244,customer_244@example.com,Phoenix
245,Customer_245,customer_245@example.com,Houston
246,Customer_246,customer_246@example.com,Houston
247,Customer_247,customer_247@example.com,Phoenix
248,Customer_248,customer_248@example.com,Houston
249,Customer_249,customer_249@example.com,Phoenix
250,Customer_250,customer_250@example.com,Los Angeles
251,Customer_251,customer_251@example.com,New York
252,Customer_252,customer_252@example.com,Los Angeles
253,Customer_253,customer_253@example.com,Houston
254,Customer_254,customer_254@example.com,Phoenix
255,Customer_255,customer_255@example.com,Phoenix
256,Customer_256,customer_256@example.com,Houston
257,Customer_257,customer_257@example.com,Chicago
258,Customer_258,customer_258@example.com,Chicago
259,Customer_259,customer_259@example.com,Phoenix
260,Customer_260,customer_260@example.com,Phoenix
261,Customer_261,customer_261@example.com,Houston
262,Customer_262,customer_262@example.com,New York
263,Customer_263,customer_263@example.com,Phoenix
264,Customer_264,customer_264@example.com,Chicago
265,Customer_265,customer_265@example.com,Phoenix
266,Customer_266,customer_266@example.com,New York
267,Customer_267,customer_267@example.com,Houston
268,Customer_268,customer_268@example.com,New York
269,Customer_269,customer_269@example.com,New York
270,Customer_270,customer_270@example.com,Los Angeles
271,Customer_271,customer_271@example.com,New York
272,Customer_272,customer_272@example.com,Los Angeles
273,Customer_273,customer_273@example.com,Los Angeles
274,Customer_274,customer_274@example.com,Los Angeles
275,Customer_275,customer_275@example.com,Los Angeles
276,Customer_276,customer_276@example.com,Los Angeles
277,Customer_277,customer_277@example.com,Phoenix
278,Customer_278,customer_278@example.com,New York
279,Customer_279,customer_279@example.com,New York
280,Customer_280,customer_280@example.com,Los Angeles
281,Customer_281,customer_281@example.com,New York
282,Customer_282,customer_282@example.com,Chicago
283,Customer_283,customer_283@example.com,Phoenix
284,Customer_284,customer_284@example.com,Los Angeles
285,Customer_285,customer_285@example.com,Chicago
286,Customer_286,customer_286@example.com,New York
287,Customer_287,customer_287@example.com,Los Angeles
288,Customer_288,customer_288@example.com,New York
289,Customer_289,customer_289@example.com,New York
290,Customer_290,customer_290@example.com,New York
291,Customer_291,customer_291@example.com,Houston
292,Customer_292,customer_292@example.com,New York
293,Customer_293,customer_293@example.com,Phoenix
294,Customer_294,customer_294@example.com,Phoenix
295,Customer_295,customer_295@example.com,Phoenix
296,Customer_296,customer_296@example.com,Chicago
297,Customer_297,customer_297@example.com,Phoenix
298,Customer_298,customer_298@example.com,Phoenix
299,Customer_299,customer_299@example.com,Chicago
300,Customer_300,customer_300@example.com,Houston
301,Customer_301,customer_301@example.com,New York
302,Customer_302,customer_302@example.com,Phoenix
303,Customer_303,customer_303@example.com,Los Angeles
304,Customer_304,customer_304@example.com,Phoenix
305,Customer_305,customer_305@example.com,New York
306,Customer_306,customer_306@example.com,New York
307,Customer_307,customer_307@example.com,Phoenix
308,Customer_308,customer_308@example.com,New York
309,Customer_309,customer_309@example.com,Houston
310,Customer_310,customer_310@example.com,Chicago
311,Customer_311,customer_311@example.com,Los Angeles
312,Customer_312,customer_312@example.com,New York
313,Customer_313,customer_313@example.com,New York
314,Customer_314,customer_314@example.com,Chicago
315,Customer_315,customer_315@example.com,Phoenix
316,Customer_316,customer_316@example.com,Phoenix
317,Customer_317,customer_317@example.com,New York
318,Customer_318,customer_318@example.com,New York
319,Customer_319,customer_319@example.com,Houston
320,Customer_320,customer_320@example.com,New York
321,Customer_321,customer_321@example.com,Houston
322,Customer_322,customer_322@example.com,New York
323,Customer_323,customer_323@example.com,Los Angeles
324,Customer_324,customer_324@example.com,Chicago
325,Customer_325,customer_325@example.com,Phoenix
326,Customer_326,customer_326@example.com,Los Angeles
327,Customer_327,customer_327@example.com,Houston
328,Customer_328,customer_328@example.com,Phoenix
329,Customer_329,customer_329@example.com,Los Angeles
330,Customer_330,customer_330@example.com,Phoenix
331,Customer_331,customer_331@example.com,Chicago
332,Customer_332,customer_332@example.com,Los Angeles
333,Customer_333,customer_333@example.com,Houston
334,Customer_334,customer_334@example.com,Phoenix
335,Customer_335,customer_335@example.com,Phoenix
336,Customer_336,customer_336@example.com,Phoenix
337,Customer_337,customer_337@example.com,Phoenix
338,Customer_338,customer_338@example.com,New York
339,Customer_339,customer_339@example.com,Chicago
340,Customer_340,customer_340@example.com,Houston
341,Customer_341,customer_341@example.com,Chicago
342,Customer_342,customer_342@example.com,Los Angeles
343,Customer_343,customer_343@example.com,Houston
344,Customer_344,customer_344@example.com,Houston
345,Customer_345,customer_345@example.com,Chicago
346,Customer_346,customer_346@example.com,Los Angeles
347,Customer_347,customer_347@example.com,Chicago
348,Customer_348,customer_348@example.com,Los Angeles
349,Customer_349,customer_349@example.com,Chicago
350,Customer_350,customer_350@example.com,Phoenix
351,Customer_351,customer_351@example.com,New York
352,Customer_352,customer_352@example.com,Phoenix
353,Customer_353,customer_353@example.com,Houston
354,Customer_354,customer_354@example.com,Los Angeles
355,Customer_355,customer_355@example.com,Phoenix
356,Customer_356,customer_356@example.com,Chicago
357,Customer_357,customer_357@example.com,Chicago
358,Customer_358,customer_358@example.com,New York
359,Customer_359,customer_359@example.com,Phoenix
360,Customer_360,customer_360@example.com,Phoenix
361,Customer_361,customer_361@example.com,Chicago
362,Customer_362,customer_362@example.com,Phoenix
363,Customer_363,customer_363@example.com,Chicago
364,Customer_364,customer_364@example.com,Chicago
365,Customer_365,customer_365@example.com,Los Angeles
366,Customer_366,customer_366@example.com,New York
367,Customer_367,customer_367@example.com,New York
368,Customer_368,customer_368@example.com,Los Angeles
369,Customer_369,customer_369@example.com,New York
370,Customer_370,customer_370@example.com,Chicago
371,Customer_371,customer_371@example.com,New York
372,Customer_372,customer_372@example.com,Los Angeles
373,Customer_373,customer_373@example.com,Chicago
374,Customer_374,customer_374@example.com,Phoenix
375,Customer_375,customer_375@example.com,Los Angeles
376,Customer_376,customer_376@example.com,Houston
377,Customer_377,customer_377@example.com,Chicago
378,Customer_378,customer_378@example.com,Phoenix
379,Customer_379,customer_379@example.com,Los Angeles
380,Customer_380,customer_380@example.com,Phoenix
381,Customer_381,customer_381@example.com,Phoenix
382,Customer_382,customer_382@example.com,Los Angeles
383,Customer_383,customer_383@example.com,New York
384,Customer_384,customer_384@example.com,New York
385,Customer_385,customer_385@example.com,Chicago
386,Customer_386,customer_386@example.com,Phoenix
387,Customer_387,customer_387@example.com,Chicago
388,Customer_388,customer_388@example.com,Houston
389,Customer_389,customer_389@example.com,Chicago
390,Customer_390,customer_390@example.com,Los Angeles
391,Customer_391,customer_391@example.com,Los Angeles
392,Customer_392,customer_392@example.com,Chicago
393,Customer_393,customer_393@example.com,Houston
394,Customer_394,customer_394@example.com,Chicago
395,Customer_395,customer_395@example.com,Los Angeles
396,Customer_396,customer_396@example.com,Los Angeles
397,Customer_397,customer_397@example.com,New York
398,Customer_398,customer_398@example.com,Houston
399,Customer_399,customer_399@example.com,Houston
400,Customer_400,customer_400@example.com,New York
401,Customer_401,customer_401@example.com,Chicago
402,Customer_402,customer_402@example.com,Los Angeles
403,Customer_403,customer_403@example.com,Phoenix
404,Customer_404,customer_404@example.com,Los Angeles
405,Customer_405,customer_405@example.com,New York
406,Customer_406,customer_406@example.com,Phoenix
407,Customer_407,customer_407@example.com,Los Angeles
408,Customer_408,customer_408@example.com,Los Angeles
409,Customer_409,customer_409@example.com,Chicago
410,Customer_410,customer_410@example.com,Phoenix
411,Customer_411,customer_411@example.com,New York
412,Customer_412,customer_412@example.com,Los Angeles
413,Customer_413,customer_413@example.com,Chicago
414,Customer_414,customer_414@example.com,Los Angeles
415,Customer_415,customer_415@example.com,New York
416,Customer_416,customer_416@example.com,Houston
417,Customer_417,customer_417@example.com,New York
418,Customer_418,customer_418@example.com,Phoenix
419,Customer_419,customer_419@example.com,Los Angeles
420,Customer_420,customer_420@example.com,New York
421,Customer_421,customer_421@example.com,Phoenix
422,Customer_422,customer_422@example.com,Chicago
423,Customer_423,customer_423@example.com,Houston
424,Customer_424,customer_424@example.com,New York
425,Customer_425,customer_425@example.com,Chicago
426,Customer_426,customer_426@example.com,Houston
427,Customer_427,customer_427@example.com,New York
428,Customer_428,customer_428@example.com,Phoenix
429,Customer_429,customer_429@example.com,Phoenix
430,Customer_430,customer_430@example.com,New York
431,Customer_431,customer_431@example.com,Phoenix
432,Customer_432,customer_432@example.com,New York
433,Customer_433,customer_433@example.com,Chicago
434,Customer_434,customer_434@example.com,Chicago
435,Customer_435,customer_435@example.com,Phoenix
436,Customer_436,customer_436@example.com,New York
437,Customer_437,customer_437@example.com,Houston
438,Customer_438,customer_438@example.com,Chicago
439,Customer_439,customer_439@example.com,New York
440,Customer_440,customer_440@example.com,Chicago
441,Customer_441,customer_441@example.com,Chicago
442,Customer_442,customer_442@example.com,Houston
443,Customer_443,customer_443@example.com,Houston
444,Customer_444,customer_444@example.com,Chicago
445,Customer_445,customer_445@example.com,Phoenix
446,Customer_446,customer_446@example.com,Houston
447,Customer_447,customer_447@example.com,Houston
448,Customer_448,customer_448@example.com,Phoenix
449,Customer_449,customer_449@example.com,Chicago
450,Customer_450,customer_450@example.com,Houston
451,Customer_451,customer_451@example.com,Los Angeles
452,Customer_452,customer_452@example.com,Phoenix
453,Customer_453,customer_453@example.com,New York
454,Customer_454,customer_454@example.com,Houston
455,Customer_455,customer_455@example.com,New York
456,Customer_456,customer_456@example.com,Phoenix
457,Customer_457,customer_457@example.com,Houston
458,Customer_458,customer_458@example.com,Phoenix
459,Customer_459,customer_459@example.com,Phoenix
460,Customer_460,customer_460@example.com,Houston
461,Customer_461,customer_461@example.com,Chicago
462,Customer_462,customer_462@example.com,New York
463,Customer_463,customer_463@example.com,Houston
464,Customer_464,customer_464@example.com,Los Angeles
465,Customer_465,customer_465@example.com,Chicago
466,Customer_466,customer_466@example.com,Houston
467,Customer_467,customer_467@example.com,Houston
468,Customer_468,customer_468@example.com,Chicago
469,Customer_469,customer_469@example.com,Los Angeles
470,Customer_470,customer_470@example.com,Los Angeles
471,Customer_471,customer_471@example.com,Los Angeles
472,Customer_472,customer_472@example.com,Phoenix
473,Customer_473,customer_473@example.com,Phoenix
474,Customer_474,customer_474@example.com,New York
475,Customer_475,customer_475@example.com,Houston
476,Customer_476,customer_476@example.com,Chicago
477,Customer_477,customer_477@example.com,Los Angeles
478,Customer_478,customer_478@example.com,Phoenix
479,Customer_479,customer_479@example.com,New York
480,Customer_480,customer_480@example.com,Houston
481,Customer_481,customer_481@example.com,New York
482,Customer_482,customer_482@example.com,New York
483,Customer_483,customer_483@example.com,Chicago
484,Customer_484,customer_484@example.com,Phoenix
485,Customer_485,customer_485@example.com,New York
486,Customer_486,customer_486@example.com,Phoenix
487,Customer_487,customer_487@example.com,Phoenix
488,Customer_488,customer_488@example.com,Houston
489,Customer_489,customer_489@example.com,Phoenix
490,Customer_490,customer_490@example.com,New York
491,Customer_491,customer_491@example.com,New York
492,Customer_492,customer_492@example.com,New York
493,Customer_493,customer_493@example.com,Chicago
494,Customer_494,customer_494@example.com,New York
495,Customer_495,customer_495@example.com,New York
496,Customer_496,customer_496@example.com,New York
497,Customer_497,customer_497@example.com,Chicago
498,Customer_498,customer_498@example.com,Phoenix
499,Customer_499,customer_499@example.com,Houston
500,Customer_500,customer_500@example.com,Chicago
501,Customer_501,customer_501@example.com,Phoenix
502,Customer_502,customer_502@example.com,Phoenix
503,Customer_503,customer_503@example.com,New York
504,Customer_504,customer_504@example.com,Chicago
505,Customer_505,customer_505@example.com,New York
506,Customer_506,customer_506@example.com,Phoenix
507,Customer_507,customer_507@example.com,Houston
508,Customer_508,customer_508@example.com,New York
509,Customer_509,customer_509@example.com,New York
510,Customer_510,customer_510@example.com,Chicago
511,Customer_511,customer_511@example.com,Chicago
512,Customer_512,customer_512@example.com,New York
513,Customer_513,customer_513@example.com,Chicago
514,Customer_514,customer_514@example.com,Houston
515,Customer_515,customer_515@example.com,Chicago
516,Customer_516,customer_516@example.com,Los Angeles
517,Customer_517,customer_517@example.com,Houston
518,Customer_518,customer_518@example.com,Chicago
519,Customer_519,customer_519@example.com,New York
520,Customer_520,customer_520@example.com,Phoenix
521,Customer_521,customer_521@example.com,Los Angeles
522,Customer_522,customer_522@example.com,Houston
523,Customer_523,customer_523@example.com,Phoenix
524,Customer_524,customer_524@example.com,New York
525,Customer_525,customer_525@example.com,Houston
526,Customer_526,customer_526@example.com,Phoenix
527,Customer_527,customer_527@example.com,New York
528,Customer_528,customer_528@example.com,New York
529,Customer_529,customer_529@example.com,Houston
530,Customer_530,customer_530@example.com,New York
531,Customer_531,customer_531@example.com,Los Angeles
532,Customer_532,customer_532@example.com,New York
533,Customer_533,customer_533@example.com,Chicago
534,Customer_534,customer_534@example.com,Phoenix
535,Customer_535,customer_535@example.com,Los Angeles
536,Customer_536,customer_536@example.com,Phoenix
537,Customer_537,customer_537@example.com,Houston
538,Customer_538,customer_538@example.com,New York
539,Customer_539,customer_539@example.com,New York
540,Customer_540,customer_540@example.com,Phoenix
541,Customer_541,customer_541@example.com,Los Angeles
542,Customer_542,customer_542@example.com,Houston
543,Customer_543,customer_543@example.com,New York
544,Customer_544,customer_544@example.com,Phoenix
545,Customer_545,customer_545@example.com,New York
546,Customer_546,customer_546@example.com,Los Angeles
547,Customer_547,customer_547@example.com,Los Angeles
548,Customer_548,customer_548@example.com,Los Angeles
549,Customer_549,customer_549@example.com,Los Angeles
550,Customer_550,customer_550@example.com,New York
551,Customer_551,customer_551@example.com,New York
552,Customer_552,customer_552@example.com,Houston
553,Customer_553,customer_553@example.com,Houston
554,Customer_554,customer_554@example.com,Phoenix
555,Customer_555,customer_555@example.com,Houston
556,Customer_556,customer_556@example.com,New York
557,Customer_557,customer_557@example.com,Los Angeles
558,Customer_558,customer_558@example.com,Chicago
559,Customer_559,customer_559@example.com,Phoenix
560,Customer_560,customer_560@example.com,New York
561,Customer_561,customer_561@example.com,Houston
562,Customer_562,customer_562@example.com,Phoenix
563,Customer_563,customer_563@example.com,New York
564,Customer_564,customer_564@example.com,Chicago
565,Customer_565,customer_565@example.com,Chicago
566,Customer_566,customer_566@example.com,Phoenix
567,Customer_567,customer_567@example.com,Houston
568,Customer_568,customer_568@example.com,Phoenix
569,Customer_569,customer_569@example.com,New York
570,Customer_570,customer_570@example.com,Houston
571,Customer_571,customer_571@example.com,Phoenix
572,Customer_572,customer_572@example.com,Phoenix
573,Customer_573,customer_573@example.com,Los Angeles
574,Customer_574,customer_574@example.com,Phoenix
575,Customer_575,customer_575@example.com,New York
576,Customer_576,customer_576@example.com,Houston
577,Customer_577,customer_577@example.com,Chicago
578,Customer_578,customer_578@example.com,Los Angeles
579,Customer_579,customer_579@example.com,Los Angeles
580,Customer_580,customer_580@example.com,Phoenix
581,Customer_581,customer_581@example.com,Chicago
582,Customer_582,customer_582@example.com,Phoenix
583,Customer_583,customer_583@example.com,Los Angeles
584,Customer_584,customer_584@example.com,Chicago
585,Customer_585,customer_585@example.com,Los Angeles
586,Customer_586,customer_586@example.com,Los Angeles
587,Customer_587,customer_587@example.com,Chicago
588,Customer_588,customer_588@example.com,Chicago
589,Customer_589,customer_589@example.com,Los Angeles
590,Customer_590,customer_590@example.com,Chicago
591,Customer_591,customer_591@example.com,Phoenix
592,Customer_592,customer_592@example.com,Phoenix
593,Customer_593,customer_593@example.com,Phoenix
594,Customer_594,customer_594@example.com,Chicago
595,Customer_595,customer_595@example.com,Houston
596,Customer_596,customer_596@example.com,Phoenix
597,Customer_597,customer_597@example.com,New York
598,Customer_598,customer_598@example.com,Phoenix
599,Customer_599,customer_599@example.com,Phoenix
600,Customer_600,customer_600@example.com,Los Angeles
601,Customer_601,customer_601@example.com,Phoenix
602,Customer_602,customer_602@example.com,Los Angeles
603,Customer_603,customer_603@example.com,Chicago
604,Customer_604,customer_604@example.com,Los Angeles
605,Customer_605,customer_605@example.com,Chicago
606,Customer_606,customer_606@example.com,Phoenix
607,Customer_607,customer_607@example.com,Houston
608,Customer_608,customer_608@example.com,New York
609,Customer_609,customer_609@example.com,Chicago
610,Customer_610,customer_610@example.com,Houston
611,Customer_611,customer_611@example.com,Phoenix
612,Customer_612,customer_612@example.com,New York
613,Customer_613,customer_613@example.com,Houston
614,Customer_614,customer_614@example.com,Chicago
615,Customer_615,customer_615@example.com,Phoenix
616,Customer_616,customer_616@example.com,Chicago
617,Customer_617,customer_617@example.com,Chicago
618,Customer_618,customer_618@example.com,New York
619,Customer_619,customer_619@example.com,Phoenix
620,Customer_620,customer_620@example.com,Phoenix
621,Customer_621,customer_621@example.com,Phoenix
622,Customer_622,customer_622@example.com,Chicago
623,Customer_623,customer_623@example.com,Phoenix
624,Customer_624,customer_624@example.com,New York
625,Customer_625,customer_625@example.com,New York
626,Customer_626,customer_626@example.com,Los Angeles
627,Customer_627,customer_627@example.com,Los Angeles
628,Customer_628,customer_628@example.com,Houston
629,Customer_629,customer_629@example.com,Los Angeles
630,Customer_630,customer_630@example.com,Los Angeles
631,Customer_631,customer_631@example.com,Phoenix
632,Customer_632,customer_632@example.com,New York
633,Customer_633,customer_633@example.com,Los Angeles
634,Customer_634,customer_634@example.com,Chicago
635,Customer_635,customer_635@example.com,Phoenix
